times,servers
0.3954147159216223,1
0.38502304019952666,1
0.4265554477726861,1
0.3952127510065302,1
0.39917402848913325,1
0.39134943051214766,1
0.3974532550680562,1
0.3981893123079794,1
0.3921835815847579,1
0.41499582744627683,1
0.3982988915325325,1
0.3801291822983715,1
0.3876479162715625,1
0.4231955477320779,1
0.37946925878192783,1
0.38927518927399923,1
0.4077106038158742,1
0.4031161141325309,1
0.39847165875396207,1
0.4096877987406217,1
0.4063254337782494,1
0.3940524577928691,1
0.4164823511546315,1
0.38502278786718463,1
0.3998079939424061,1
0.3918287247148014,1
0.3817769185545716,1
0.40516041446036644,1
0.3962593364138869,1
0.3936997008092367,1
0.4024267579829568,1
0.41723700940141933,1
0.4046182907599812,1
0.42309703095346424,1
0.396873872163724,1
0.3938464890680071,1
0.40327787227310496,1
0.4137638692762355,1
0.3966927791153896,1
0.3819534146423078,1
0.39401212826432314,1
0.416840353405798,1
0.3908207456247024,1
0.4198537058738793,1
0.4292346519853862,1
0.4011981930818622,1
0.4055626746488975,1
0.4062330847042165,1
0.40052450339952017,1
0.39737714536326374,1
0.4048236570252242,1
0.39113294160714096,1
0.4058547256019248,1
0.3930289287400174,1
0.39841770220202927,1
0.40131878311303987,1
0.38955336872911783,1
0.38778721556103035,1
0.3968322484633609,1
0.4030982332241274,1
0.3957056227069811,1
0.41032669703520563,1
0.3924051985473704,1
0.3867828006143823,1
0.39156736339813814,1
0.406205894303865,1
0.3964601199203616,1
0.3901380741060614,1
0.40890572293234057,1
0.3903801074879337,1
0.38722267912502467,1
0.3975965611052794,1
0.3925171848774327,1
0.39338651960223786,1
0.39447426541275477,1
0.3762876473160217,1
0.38147178218934547,1
0.3921189213064552,1
0.4210446800218506,1
0.40980993025324053,1
0.39708803318032715,1
0.40903491747287496,1
0.4124029763425973,1
0.4001947941567765,1
0.4203664934248245,1
0.4051263910764393,1
0.4072801655532026,1
0.42499737261967857,1
0.40140587017374385,1
0.4068507629678157,1
0.4029279532174049,1
0.3759098129251985,1
0.3970087052062425,1
0.3642153243314416,1
0.3888858474099353,1
0.4144429631112447,1
0.39577488951671347,1
0.40210897539704477,1
0.38314668601359236,1
0.401768954861845,1
0.3876501633886491,1
0.388040873809684,1
0.4079680893439493,1
0.3880536997570879,1
0.37804548858048864,1
0.3952209338452566,1
0.40720919917884174,1
0.3946768356921717,1
0.3872295978574924,1
0.4063499740182404,1
0.3916643537573644,1
0.39680943708179817,1
0.3887422857531331,1
0.4054045039541311,1
0.39758994024904976,1
0.41156749539133436,1
0.4078369615481882,1
0.38555025647915453,1
0.3915167791652677,1
0.40155463337376135,1
0.3822722555610066,1
0.4015584710561532,1
0.4241156224005253,1
0.39474793220870746,1
0.4051361513849434,1
0.3919824323792588,1
0.3998229925259176,1
0.3983129069344599,1
0.39588577627745575,1
0.42035693100150606,1
0.42489128268666826,1
0.41166623894248394,1
0.39143676405012784,1
0.4093132092085173,1
0.39175565732459744,1
0.3935113549458309,1
0.3829847834361679,1
0.4023457506746756,1
0.4026337829686407,1
0.4085498057406403,1
0.3813458146590679,1
0.40194409446230905,1
0.4017620703707518,1
0.4005784934066288,1
0.4063610073458377,1
0.388857754902252,1
0.38968216863864275,1
0.4330501779230428,1
0.3965783326563671,1
0.3996623223957735,1
0.39073751354312275,1
0.40392761762068025,1
0.37617133313589274,1
0.38162130486596885,1
